Wall time,Step,Value
1698020674.085222,3,0.345759779214859
1698020728.4100866,7,0.3745903968811035
1698020782.2393205,11,0.6797763109207153
1698020836.6158867,15,0.33424538373947144
1698020891.1167147,19,0.4856724143028259
1698020944.8554332,23,0.520384669303894
1698020998.839303,27,0.3681681454181671
1698021052.8912349,31,0.2578374147415161
1698021107.0624435,35,0.6559540033340454
1698021160.382111,39,0.22279483079910278
1698021214.5197408,43,0.2804509699344635
1698021268.010398,47,0.3853727877140045
1698021322.0914154,51,0.26842328906059265
1698021375.8211331,55,0.3749924898147583
1698021429.4016135,59,1.7245609760284424
1698021483.040064,63,1.3567540645599365
1698021536.8124113,67,0.7313528656959534
1698021590.5629015,71,1.2112185955047607
1698021644.8748035,75,0.4828195571899414
1698021698.9411187,79,0.18376103043556213
1698021753.2647996,83,0.7833225131034851
1698021806.7620428,87,0.6603808999061584
1698021860.8777654,91,1.4910675287246704
1698021914.5936315,95,2.65651535987854
1698021968.9146037,99,3.323394536972046
1698022023.0101337,103,1.4902297258377075
1698022077.1008797,107,1.678794264793396
1698022131.2705152,111,1.272645354270935
1698022185.2619534,115,2.8650076389312744
1698022239.398096,119,4.603672981262207
1698022293.0978239,123,8.634695053100586
1698022347.2046247,127,4.93411111831665
1698022400.8843486,131,8.380331993103027
1698022455.1015198,135,8.226387977600098
1698022508.7828672,139,1.8723894357681274
1698022562.3906324,143,7.401166915893555
1698022616.8042393,147,7.401166915893555
1698022671.3573937,151,6.167638778686523
1698022725.5081165,155,3.7005834579467773
1698022779.8149004,159,2.467055559158325
1698022832.974561,163,4.93411111831665
1698022886.4387991,167,7.401166915893555
1698022940.3951666,171,8.634695053100586
1698022994.6469502,175,8.63469409942627
1698023048.5999715,179,4.93411111831665
1698023102.2876499,183,6.167638778686523
1698023156.2741563,187,3.7005834579467773
1698023210.2241328,191,3.7005834579467773
1698023264.1396003,195,8.63469409942627
1698023318.1344295,199,7.401166915893555
1698023371.9803243,203,3.7005834579467773
1698023425.6923866,207,6.167638778686523
1698023479.5692227,211,6.167638778686523
1698023533.5048504,215,8.634695053100586
1698023587.008803,219,2.467055559158325
1698023641.1641955,223,4.93411111831665
1698023695.4242768,227,6.167638778686523
1698023749.0525577,231,7.401166915893555
1698023802.6850116,235,6.167638778686523
1698023856.8837535,239,8.63469409942627
1698023910.816328,243,4.93411111831665
1698023964.4807749,247,3.7005834579467773
1698024018.5939777,251,7.401166915893555
1698024072.429974,255,4.93411111831665
1698024126.6115563,259,8.634695053100586
1698024180.3678107,263,6.167638778686523
1698024234.119961,267,6.167638778686523
1698024287.977682,271,9.8682222366333
