Wall time,Step,Value
1698020674.085222,3,0.846611738204956
1698020728.4100866,7,0.898809552192688
1698020782.2393205,11,0.7120879292488098
1698020836.6158867,15,0.8795787692070007
1698020891.1167147,19,0.7562437653541565
1698020944.8554332,23,0.7236263751983643
1698020998.839303,27,0.8708791136741638
1698021052.892225,31,0.9478021860122681
1698021107.0624435,35,0.8186812996864319
1698021160.382111,39,0.9230769276618958
1698021214.5197408,43,0.898809552192688
1698021268.0113966,47,0.8379120826721191
1698021322.0914154,51,0.8901098966598511
1698021375.8211331,55,0.8763736486434937
1698021429.4016135,59,0.7069597244262695
1698021483.040064,63,0.6390276551246643
1698021536.8124113,67,0.7664835453033447
1698021590.5629015,71,0.719980001449585
1698021644.8748035,75,0.8708791136741638
1698021698.9411187,79,0.9615384340286255
1698021753.2647996,83,0.8708791136741638
1698021806.7620428,87,0.8606393337249756
1698021860.8777654,91,0.8186812996864319
1698021914.5936315,95,0.7699800133705139
1698021968.9146037,99,0.7258241772651672
1698022023.0101337,103,0.8708791136741638
1698022077.1008797,107,0.9230769276618958
1698022131.2705152,111,0.942307710647583
1698022185.2619534,115,0.8414086103439331
1698022239.398096,119,0.7664835453033447
1698022293.0978239,123,0.7699800133705139
1698022347.2046247,127,0.9230769276618958
1698022400.8843486,131,0.7450549602508545
1698022455.1015198,135,0.7699800133705139
1698022508.7828672,139,0.8692973852157593
1698022562.3906324,143,0.7749999761581421
1698022616.8042393,147,0.7978687882423401
1698022671.3573937,151,0.850066602230072
1698022725.5081165,155,0.942307710647583
1698022779.8149004,159,0.9615384340286255
1698022832.974561,163,0.8398268222808838
1698022886.4387991,167,0.8221778273582458
1698022940.3951666,171,0.7699800133705139
1698022994.6469502,175,0.7664835453033447
1698023048.5999715,179,0.8901098966598511
1698023102.2876499,183,0.8708791136741638
1698023156.2741563,187,0.942307710647583
1698023210.2241328,191,0.942307710647583
1698023264.1396003,195,0.7456709742546082
1698023318.1344295,199,0.7805528044700623
1698023371.9803243,203,0.9214951992034912
1698023425.6923866,207,0.8379120826721191
1698023479.5692227,211,0.8708791136741638
1698023533.5058625,215,0.7686813473701477
1698023587.008803,219,0.9615384340286255
1698023641.1641955,223,0.902264416217804
1698023695.4242768,227,0.8708791136741638
1698023749.0525577,231,0.8186812996864319
1698023802.6850116,235,0.8708791136741638
1698023856.8837535,239,0.7780219912528992
1698023910.816328,243,0.8901098966598511
1698023964.4807749,247,0.942307710647583
1698024018.5939777,251,0.8079670071601868
1698024072.429974,255,0.9230769276618958
1698024126.6115563,259,0.7699800133705139
1698024180.3678107,263,0.8708791136741638
1698024234.119961,267,0.8192973732948303
1698024287.977682,271,0.719980001449585
1698024341.9437385,275,0.850066602230072
1698024396.3070018,279,0.8901098966598511
1698024450.4246576,283,0.7664835453033447
1698024504.7466562,287,0.7805528044700623
1698024559.11542,291,0.8901098966598511
1698024613.0300632,295,0.850066602230072
1698024667.075296,299,0.719980001449585
1698024721.1198046,303,0.9230769276618958
1698024775.0726252,307,0.9230769276618958
1698024829.4999845,311,0.7780219912528992
1698024883.7128432,315,0.902264416217804
1698024937.3617084,319,0.8708791136741638
1698024990.9700727,323,0.8414086103439331
1698025045.2768936,327,0.8901098966598511
1698025098.8551526,331,0.801365315914154
1698025152.9468124,335,0.8901098966598511
1698025206.998449,339,0.8901098966598511
1698025260.8840284,343,0.9230769276618958
1698025315.0442939,347,0.8708791136741638
1698025368.6980433,351,0.9214951992034912
1698025423.0736394,355,0.9230769276618958
1698025477.1601503,359,0.8208791017532349
1698025531.0791547,363,0.8414086103439331
1698025585.0441792,367,0.9615384340286255
1698025638.8588486,371,0.8379120826721191
1698025692.7567375,375,0.8708791136741638
1698025746.697648,379,0.669080913066864
1698025800.4655716,383,0.8901098966598511
1698025854.0691042,387,0.7892107963562012
1698025907.682417,391,0.8901098966598511
1698025961.5356493,395,0.8079670071601868
1698026015.4901376,399,0.7699800133705139
1698026069.3649213,403,0.942307710647583
1698026122.8884985,407,0.8379120826721191
1698026176.628418,411,0.902264416217804
1698026230.7065294,415,0.8708791136741638
1698026284.3122318,419,0.8186812996864319
1698026338.6302176,423,0.8814519047737122
1698026392.5543954,427,0.8901098966598511
1698026445.9003444,431,0.721278727054596
1698026499.639555,435,0.8379120826721191
1698026553.9905581,439,0.942307710647583
1698026608.3411107,443,0.8708791136741638
1698026662.3316286,447,0.7392107844352722
1698026716.1443307,451,0.7070679068565369
1698026769.8332016,455,0.827197790145874
1698026823.4258897,459,0.8708791136741638
1698026877.3956814,463,0.9230769276618958
1698026931.3746781,467,0.8708791136741638
1698026984.917639,471,0.717782199382782
1698027038.9304833,475,0.8692973852157593
1698027092.6691008,479,0.7857142686843872
1698027736.9038594,483,0.7699800133705139
1698027790.6780918,487,0.902264416217804
1698027844.5705144,491,0.827197790145874
1698027898.1970415,495,0.8221778273582458
1698027951.7710812,499,0.8606393337249756
1698028005.8654947,503,0.7591575384140015
1698028059.7515786,507,0.942307710647583
1698028113.5877802,511,0.8708791136741638
1698028167.3226924,515,0.8186812996864319
1698028221.492886,519,0.9230769276618958
1698028274.9780653,523,0.902264416217804
1698028329.6321542,527,0.8186812996864319
1698028384.256465,531,0.8708791136741638
1698028438.2203732,535,0.8901098966598511
1698028491.7052417,539,0.7686813473701477
1698028545.7754955,543,0.719980001449585
1698028599.4183245,547,0.9093406796455383
1698028653.257298,551,0.7191142439842224
1698028707.5718625,555,0.942307710647583
1698028761.1320605,559,0.9230769276618958
1698028814.864559,563,0.8708791136741638
1698028868.3787978,567,0.7699800133705139
1698028922.2141085,571,0.8901098966598511
1698028976.2201464,575,0.7699800133705139
1698029030.074357,579,0.7258241772651672
1698029084.030581,583,0.8708791136741638
1698029138.0303354,587,0.9230769276618958
1698029192.2688286,591,0.942307710647583
1698029246.0211363,595,0.8414086103439331
1698029299.7615628,599,0.9093406796455383
1698029353.7604504,603,0.7699800133705139
1698029407.7834468,607,0.9230769276618958
1698029461.8220723,611,0.827197790145874
1698029515.8269973,615,0.8414086103439331
1698029569.9285388,619,0.8606393337249756
1698029624.0789125,623,0.7749999761581421
1698029678.082148,627,0.7978687882423401
1698029731.8322916,631,0.850066602230072
1698029785.9076009,635,0.942307710647583
1698029839.4776878,639,0.9615384340286255
1698029893.148774,643,0.8398268222808838
1698029947.066804,647,0.8221778273582458
1698030000.7423134,651,0.7699800133705139
1698030054.764188,655,0.7664835453033447
1698030108.8814929,659,0.8901098966598511
1698030163.022518,663,0.8708791136741638
1698030216.8140266,667,0.942307710647583
1698030270.3152685,671,0.942307710647583
1698030323.9690094,675,0.7456709742546082
1698030377.9934895,679,0.7805528044700623
1698030432.053144,683,0.9214951992034912
1698030485.5792139,687,0.8379120826721191
1698030539.519693,691,0.8708791136741638
1698030593.321158,695,0.7686813473701477
1698030647.4125073,699,0.9615384340286255
1698030701.2577696,703,0.902264416217804
1698030755.299598,707,0.8708791136741638
1698030809.6505718,711,0.8186812996864319
1698030863.431563,715,0.8708791136741638
1698030917.3041518,719,0.7780219912528992
1698030971.2025669,723,0.8901098966598511
1698031025.2178938,727,0.942307710647583
1698031079.0388875,731,0.8079670071601868
1698031133.0880704,735,0.9230769276618958
1698031186.8313136,739,0.7699800133705139
1698031240.8867514,743,0.8708791136741638
1698031294.9538257,747,0.8192973732948303
1698031349.0576625,751,0.719980001449585
1698031403.5634027,755,0.850066602230072
1698031458.0433555,759,0.8901098966598511
1698031512.391476,763,0.7664835453033447
1698031566.192047,767,0.7805528044700623
1698031619.8597183,771,0.8901098966598511
1698031673.7229447,775,0.850066602230072
1698031727.4885952,779,0.719980001449585
1698031781.5304387,783,0.9230769276618958
1698031835.7003875,787,0.9230769276618958
1698031889.4096713,791,0.7780219912528992
1698031943.1501408,795,0.902264416217804
1698031997.1319125,799,0.8708791136741638
1698032051.6297154,803,0.8414086103439331
1698032105.1737587,807,0.8901098966598511
1698032158.6402295,811,0.801365315914154
1698032212.492574,815,0.8901098966598511
1698032266.3349402,819,0.8901098966598511
1698032320.4179661,823,0.9230769276618958
1698032374.1531801,827,0.8708791136741638
1698032428.0080616,831,0.9214951992034912
1698032481.934704,835,0.9230769276618958
1698032535.6401331,839,0.8208791017532349
1698032589.0194018,843,0.8414086103439331
1698032643.5858483,847,0.9615384340286255
1698032697.5823567,851,0.8379120826721191
1698032751.6670775,855,0.8708791136741638
1698032805.4076176,859,0.669080913066864
1698032859.2362287,863,0.8901098966598511
1698032918.2752042,867,0.7892107963562012
1698032977.8342023,871,0.8901098966598511
1698033028.2309926,875,0.8079670071601868
1698033077.873789,879,0.7699800133705139
1698033127.6305645,883,0.942307710647583
1698033177.5763745,887,0.8379120826721191
1698033227.3112595,891,0.902264416217804
1698033277.4341266,895,0.8708791136741638
1698033326.8732054,899,0.8186812996864319
1698033376.5783153,903,0.8814519047737122
1698033426.7279582,907,0.8901098966598511
1698033476.4171054,911,0.721278727054596
1698033526.503937,915,0.8379120826721191
1698033576.4406776,919,0.942307710647583
1698033625.887006,923,0.8708791136741638
1698033674.812989,927,0.7392107844352722
1698033724.44918,931,0.7070679068565369
1698033774.1466608,935,0.827197790145874
1698033823.585545,939,0.8708791136741638
1698033873.206701,943,0.9230769276618958
1698033923.144872,947,0.8708791136741638
1698033972.8116727,951,0.717782199382782
1698034022.6495304,955,0.8692973852157593
1698034071.8093727,959,0.7857142686843872
1698034653.1971362,963,0.7699800133705139
1698034702.9813893,967,0.902264416217804
1698034752.5719218,971,0.827197790145874
1698034802.3471498,975,0.8221778273582458
1698034852.3785625,979,0.8606393337249756
1698034901.9170024,983,0.7591575384140015
1698034951.797947,987,0.942307710647583
1698035001.342582,991,0.8708791136741638
1698035051.1611679,995,0.8186812996864319
1698035100.606269,999,0.9230769276618958
1698035150.116142,1003,0.902264416217804
1698035199.5983264,1007,0.8186812996864319
1698035248.9286723,1011,0.8708791136741638
1698035298.8541722,1015,0.8901098966598511
1698035348.1844606,1019,0.7686813473701477
1698035397.5062797,1023,0.719980001449585
1698035447.3953285,1027,0.9093406796455383
1698035497.2876434,1031,0.7191142439842224
1698035547.7990553,1035,0.942307710647583
1698035597.7192137,1039,0.9230769276618958
1698035647.1819422,1043,0.8708791136741638
1698035696.9783847,1047,0.7699800133705139
1698035746.5790324,1051,0.8901098966598511
1698035796.4479382,1055,0.7699800133705139
1698035846.459207,1059,0.7258241772651672
1698035896.0123024,1063,0.8708791136741638
1698035945.455403,1067,0.9230769276618958
1698035994.9190097,1071,0.942307710647583
